CDMA Fwd 출력(or AGC) (Avg)
RANGE = 26
UPPER = 22
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA RVS ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA RVS ATT 3
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA RVS ATT 4
RANGE = 61
UPPER = 30.0
30.0 dB = -1.0
29.5 dB = -1.0
29.0 dB = -1.0
28.5 dB = -1.0
28.0 dB = -1.0
27.5 dB = -1.0
27.0 dB = -1.0
26.5 dB = -1.0
26.0 dB = -1.0
25.5 dB = -1.0
25.0 dB = -1.0
24.5 dB = -1.0
24.0 dB = -1.0
23.5 dB = -1.0
23.0 dB = -1.0
22.5 dB = -1.0
22.0 dB = -1.0
21.5 dB = -1.0
21.0 dB = -1.0
20.5 dB = -1.0
20.0 dB = -1.0
19.5 dB = -1.0
19.0 dB = -1.0
18.5 dB = -1.0
18.0 dB = -1.0
17.5 dB = -0.5
17.0 dB = -0.5
16.5 dB = -0.5
16.0 dB = -0.5
15.5 dB = -0.5
15.0 dB = -0.5
14.5 dB = -0.5
14.0 dB = -0.5
13.5 dB = -0.5
13.0 dB = -0.5
12.5 dB = -0.5
12.0 dB = -0.5
11.5 dB = -0.5
11.0 dB = -0.5
10.5 dB = -0.5
10.0 dB = -0.5
9.5 dB = -0.5
9.0 dB = -0.5
8.5 dB = -0.5
8.0 dB = -0.5
7.5 dB = -0.5
7.0 dB = -0.5
6.5 dB = -0.5
6.0 dB = -0.5
5.5 dB = -0.5
5.0 dB = -0.5
4.5 dB = -0.5
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
CDMA FWD ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -2.0
60 ℃ = -2.0
55 ℃ = -1.5
50 ℃ = -1.0
45 ℃ = -0.5
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 2.0
0 ℃ = 2.5
-5 ℃ = 3.0
-10 ℃ = 3.0
-15 ℃ = 3.0
-20 ℃ = 3.0
-25 ℃ = 3.0
CDMA RVS ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -2.0
60 ℃ = -2.0
55 ℃ = -1.5
50 ℃ = -1.0
45 ℃ = -0.5
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 1.5
0 ℃ = 2.0
-5 ℃ = 3.0
-10 ℃ = 3.0
-15 ℃ = 3.0
-20 ℃ = 3.0
-25 ℃ = 3.0
LTE FWD ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -1.5
60 ℃ = -1.0
55 ℃ = -0.5
50 ℃ = -0.5
45 ℃ = 0.0
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.0
10 ℃ = 0.5
5 ℃ = 1.0
0 ℃ = 1.5
-5 ℃ = 2.0
-10 ℃ = 2.0
-15 ℃ = 2.0
-20 ℃ = 2.0
-25 ℃ = 2.0
LTE RVS ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -1.5
60 ℃ = -1.0
55 ℃ = -0.5
50 ℃ = 0.0
45 ℃ = 0.0
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.0
10 ℃ = 0.5
5 ℃ = 1.0
0 ℃ = 1.5
-5 ℃ = 2.0
-10 ℃ = 2.0
-15 ℃ = 2.0
-20 ℃ = 2.0
-25 ℃ = 2.0
LTE-A1 FWD ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -2.0
60 ℃ = -1.5
55 ℃ = -1.0
50 ℃ = -0.5
45 ℃ = 0.0
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 1.5
0 ℃ = 2.0
-5 ℃ = 3.0
-10 ℃ = 3.0
-15 ℃ = 3.0
-20 ℃ = 3.0
-25 ℃ = 3.0
LTE-A1 RVS ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -3.0
75 ℃ = -3.0
70 ℃ = -3.0
65 ℃ = -3.0
60 ℃ = -2.5
55 ℃ = -2.0
50 ℃ = -1.0
45 ℃ = -0.5
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 1.5
0 ℃ = 2.0
-5 ℃ = 2.0
-10 ℃ = 2.0
-15 ℃ = 2.0
-20 ℃ = 2.0
-25 ℃ = 2.0
LTE-A2 FWD ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -3.0
75 ℃ = -3.0
70 ℃ = -3.0
65 ℃ = -3.0
60 ℃ = -2.5
55 ℃ = -2.0
50 ℃ = -1.0
45 ℃ = -0.5
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 1.5
0 ℃ = 2.0
-5 ℃ = 2.0
-10 ℃ = 2.0
-15 ℃ = 2.0
-20 ℃ = 2.0
-25 ℃ = 2.0
LTE-A2 RVS ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -2.0
75 ℃ = -2.0
70 ℃ = -2.0
65 ℃ = -2.0
60 ℃ = -2.0
55 ℃ = -1.5
50 ℃ = -1.0
45 ℃ = -0.5
40 ℃ = 0.0
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.0
15 ℃ = 0.5
10 ℃ = 1.0
5 ℃ = 1.5
0 ℃ = 2.0
-5 ℃ = 2.0
-10 ℃ = 2.0
-15 ℃ = 2.0
-20 ℃ = 2.0
-25 ℃ = 2.0
WCDMA FWD ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -4.0
75 ℃ = -4.0
70 ℃ = -4.0
65 ℃ = -3.5
60 ℃ = -3.0
55 ℃ = -2.5
50 ℃ = -1.5
45 ℃ = -1.0
40 ℃ = -0.5
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.5
15 ℃ = 1.0
10 ℃ = 2.0
5 ℃ = 3.0
0 ℃ = 3.5
-5 ℃ = 4.5
-10 ℃ = 5.0
-15 ℃ = 5.0
-20 ℃ = 5.0
-25 ℃ = 5.0
WCDMA RVS ATT 온도 보상
RANGE = 22
UPPER = 80
80 ℃ = -4.0
75 ℃ = -4.0
70 ℃ = -4.0
65 ℃ = -4.0
60 ℃ = -3.5
55 ℃ = -3.0
50 ℃ = -2.0
45 ℃ = -1.0
40 ℃ = -0.5
35 ℃ = 0.0
30 ℃ = 0.0
25 ℃ = 0.0
20 ℃ = 0.5
15 ℃ = 1.0
10 ℃ = 2.0
5 ℃ = 3.0
0 ℃ = 4.0
-5 ℃ = 5.0
-10 ℃ = 5.0
-15 ℃ = 5.0
-20 ℃ = 5.0
-25 ℃ = 5.0
LTE#1 Fwd 입력
RANGE = 47
UPPER = -4
-4.0 dBm = 2.276
-5.0 dBm = 2.210
-6.0 dBm = 2.143
-7.0 dBm = 2.077
-8.0 dBm = 2.042
-9.0 dBm = 2.006
-10.0 dBm = 1.971
-11.0 dBm = 1.936
-12.0 dBm = 1.894
-13.0 dBm = 1.852
-14.0 dBm = 1.810
-15.0 dBm = 1.772
-16.0 dBm = 1.733
-17.0 dBm = 1.695
-18.0 dBm = 1.660
-19.0 dBm = 1.625
-20.0 dBm = 1.590
-21.0 dBm = 1.551
-22.0 dBm = 1.513
-23.0 dBm = 1.474
-24.0 dBm = 1.437
-25.0 dBm = 1.400
-26.0 dBm = 1.363
-27.0 dBm = 1.324
-28.0 dBm = 1.285
-29.0 dBm = 1.246
-30.0 dBm = 1.207
-31.0 dBm = 1.167
-32.0 dBm = 1.128
-33.0 dBm = 1.091
-34.0 dBm = 1.055
-35.0 dBm = 1.018
-36.0 dBm = 0.978
-37.0 dBm = 0.939
-38.0 dBm = 0.899
-39.0 dBm = 0.866
-40.0 dBm = 0.834
-41.0 dBm = 0.801
-42.0 dBm = 0.772
-43.0 dBm = 0.742
-44.0 dBm = 0.713
-45.0 dBm = 0.684
-46.0 dBm = 0.655
-47.0 dBm = 0.626
-48.0 dBm = 0.600
-49.0 dBm = 0.575
-50.0 dBm = 0.549
LTE#1 Fwd 출력(or AGC) (Avg)
RANGE = 23
UPPER = 27
27.0 dBm = 2.615
26.0 dBm = 2.551
25.0 dBm = 2.487
24.0 dBm = 2.422
23.0 dBm = 2.358
22.0 dBm = 2.294
21.0 dBm = 2.229
20.0 dBm = 2.165
19.0 dBm = 2.108
18.0 dBm = 2.051
17.0 dBm = 1.994
16.0 dBm = 1.933
15.0 dBm = 1.873
14.0 dBm = 1.812
13.0 dBm = 1.752
12.0 dBm = 1.691
11.0 dBm = 1.631
10.0 dBm = 1.572
9.0 dBm = 1.514
8.0 dBm = 1.455
7.0 dBm = 1.400
6.0 dBm = 1.345
5.0 dBm = 1.290
LTE#1 RVS 입력
RANGE = 31
UPPER = -12
-12.0 dBm = 3.250
-13.0 dBm = 3.202
-14.0 dBm = 3.155
-15.0 dBm = 3.107
-16.0 dBm = 3.056
-17.0 dBm = 3.006
-18.0 dBm = 2.955
-19.0 dBm = 2.907
-20.0 dBm = 2.858
-21.0 dBm = 2.810
-22.0 dBm = 2.756
-23.0 dBm = 2.703
-24.0 dBm = 2.649
-25.0 dBm = 2.592
-26.0 dBm = 2.536
-27.0 dBm = 2.479
-28.0 dBm = 2.424
-29.0 dBm = 2.369
-30.0 dBm = 2.314
-31.0 dBm = 2.262
-32.0 dBm = 2.211
-33.0 dBm = 2.159
-34.0 dBm = 2.106
-35.0 dBm = 2.053
-36.0 dBm = 2.000
-37.0 dBm = 1.946
-38.0 dBm = 1.892
-39.0 dBm = 1.838
-40.0 dBm = 1.786
-41.0 dBm = 1.733
-42.0 dBm = 1.681
LTE#1 RVS 출력
RANGE = 67
UPPER = 26
26.0 dBm = 2.597
25.0 dBm = 2.561
24.0 dBm = 2.525
23.0 dBm = 2.489
22.0 dBm = 2.454
21.0 dBm = 2.418
20.0 dBm = 2.383
19.0 dBm = 2.352
18.0 dBm = 2.320
17.0 dBm = 2.289
16.0 dBm = 2.254
15.0 dBm = 2.219
14.0 dBm = 2.184
13.0 dBm = 2.149
12.0 dBm = 2.115
11.0 dBm = 2.080
10.0 dBm = 2.040
9.0 dBm = 2.001
8.0 dBm = 1.961
7.0 dBm = 1.927
6.0 dBm = 1.894
5.0 dBm = 1.860
4.0 dBm = 1.828
3.0 dBm = 1.796
2.0 dBm = 1.764
1.0 dBm = 1.728
0.0 dBm = 1.693
-1.0 dBm = 1.657
-2.0 dBm = 1.620
-3.0 dBm = 1.582
-4.0 dBm = 1.545
-5.0 dBm = 1.507
-6.0 dBm = 1.468
-7.0 dBm = 1.430
-8.0 dBm = 1.396
-9.0 dBm = 1.362
-10.0 dBm = 1.328
-11.0 dBm = 1.292
-12.0 dBm = 1.256
-13.0 dBm = 1.220
-14.0 dBm = 1.188
-15.0 dBm = 1.155
-16.0 dBm = 1.123
-17.0 dBm = 1.091
-18.0 dBm = 1.059
-19.0 dBm = 1.027
-20.0 dBm = 0.995
-21.0 dBm = 0.964
-22.0 dBm = 0.932
-23.0 dBm = 0.901
-24.0 dBm = 0.870
-25.0 dBm = 0.839
-26.0 dBm = 0.824
-27.0 dBm = 0.810
-28.0 dBm = 0.795
-29.0 dBm = 0.776
-30.0 dBm = 0.756
-31.0 dBm = 0.737
-32.0 dBm = 0.715
-33.0 dBm = 0.693
-34.0 dBm = 0.671
-35.0 dBm = 0.651
-36.0 dBm = 0.632
-37.0 dBm = 0.612
-38.0 dBm = 0.579
-39.0 dBm = 0.546
-40.0 dBm = 0.513
LTE-A1#1 Fwd 출력(or AGC) (Avg)
RANGE = 26
UPPER = 25
25.0 dBm = 1.829
24.0 dBm = 1.769
23.0 dBm = 1.709
22.0 dBm = 1.649
21.0 dBm = 1.589
20.0 dBm = 1.542
19.0 dBm = 1.495
18.0 dBm = 1.448
17.0 dBm = 1.405
16.0 dBm = 1.361
15.0 dBm = 1.318
14.0 dBm = 1.268
13.0 dBm = 1.219
12.0 dBm = 1.169
11.0 dBm = 1.117
10.0 dBm = 1.064
9.0 dBm = 1.012
8.0 dBm = 0.963
7.0 dBm = 0.913
6.0 dBm = 0.864
5.0 dBm = 0.829
4.0 dBm = 0.795
3.0 dBm = 0.760
2.0 dBm = 0.739
1.0 dBm = 0.719
0.0 dBm = 0.698
LTE-A1#1 RVS 출력
RANGE = 21
UPPER = 26
26.0 dBm = 2.350
25.0 dBm = 2.288
24.0 dBm = 2.227
23.0 dBm = 2.166
22.0 dBm = 2.104
21.0 dBm = 2.043
20.0 dBm = 1.982
19.0 dBm = 1.922
18.0 dBm = 1.861
17.0 dBm = 1.812
16.0 dBm = 1.762
15.0 dBm = 1.713
14.0 dBm = 1.679
13.0 dBm = 1.646
12.0 dBm = 1.612
11.0 dBm = 1.578
10.0 dBm = 1.543
9.0 dBm = 1.509
8.0 dBm = 1.480
7.0 dBm = 1.452
6.0 dBm = 1.423
LTE-A2#1 Fwd 출력(or AGC) (Avg)
RANGE = 26
UPPER = 28
28.0 dBm = 2.596
27.0 dBm = 2.520
26.0 dBm = 2.444
25.0 dBm = 2.367
24.0 dBm = 2.291
23.0 dBm = 2.215
22.0 dBm = 2.139
21.0 dBm = 2.063
20.0 dBm = 2.001
19.0 dBm = 1.939
18.0 dBm = 1.877
17.0 dBm = 1.822
16.0 dBm = 1.767
15.0 dBm = 1.712
14.0 dBm = 1.655
13.0 dBm = 1.599
12.0 dBm = 1.542
11.0 dBm = 1.494
10.0 dBm = 1.447
9.0 dBm = 1.399
8.0 dBm = 1.365
7.0 dBm = 1.331
6.0 dBm = 1.297
5.0 dBm = 1.261
4.0 dBm = 1.225
3.0 dBm = 1.189
LTE-A2#1 RVS 출력
RANGE = 21
UPPER = 26
26.0 dBm = 2.170
25.0 dBm = 2.097
24.0 dBm = 2.024
23.0 dBm = 1.951
22.0 dBm = 1.878
21.0 dBm = 1.805
20.0 dBm = 1.736
19.0 dBm = 1.667
18.0 dBm = 1.598
17.0 dBm = 1.552
16.0 dBm = 1.507
15.0 dBm = 1.461
14.0 dBm = 1.428
13.0 dBm = 1.396
12.0 dBm = 1.363
11.0 dBm = 1.330
10.0 dBm = 1.298
9.0 dBm = 1.265
8.0 dBm = 1.236
7.0 dBm = 1.208
6.0 dBm = 1.179
LTE-A#1(공통부) Fwd 입력
RANGE = 32
UPPER = -15
-15.0 dBm = 1.961
-16.0 dBm = 1.927
-17.0 dBm = 1.893
-18.0 dBm = 1.860
-19.0 dBm = 1.826
-20.0 dBm = 1.792
-21.0 dBm = 1.758
-22.0 dBm = 1.724
-23.0 dBm = 1.683
-24.0 dBm = 1.643
-25.0 dBm = 1.602
-26.0 dBm = 1.564
-27.0 dBm = 1.527
-28.0 dBm = 1.489
-29.0 dBm = 1.449
-30.0 dBm = 1.408
-31.0 dBm = 1.368
-32.0 dBm = 1.328
-33.0 dBm = 1.287
-34.0 dBm = 1.247
-35.0 dBm = 1.208
-36.0 dBm = 1.168
-37.0 dBm = 1.129
-38.0 dBm = 1.089
-39.0 dBm = 1.048
-40.0 dBm = 1.008
-41.0 dBm = 0.970
-42.0 dBm = 0.932
-43.0 dBm = 0.894
-44.0 dBm = 0.859
-45.0 dBm = 0.823
-46.0 dBm = 0.788
LTE-A#1(공통부) Fwd 출력 (Avg)
RANGE = 21
UPPER = 28
28.0 dBm = 2.886
27.0 dBm = 2.830
26.0 dBm = 2.775
25.0 dBm = 2.720
24.0 dBm = 2.664
23.0 dBm = 2.609
22.0 dBm = 2.547
21.0 dBm = 2.485
20.0 dBm = 2.423
19.0 dBm = 2.366
18.0 dBm = 2.308
17.0 dBm = 2.251
16.0 dBm = 2.188
15.0 dBm = 2.126
14.0 dBm = 2.063
13.0 dBm = 1.998
12.0 dBm = 1.934
11.0 dBm = 1.869
10.0 dBm = 1.810
9.0 dBm = 1.751
8.0 dBm = 1.692
LTE-A#1(공통부) Rvs 입력
RANGE = 39
UPPER = -12
-12.0 dBm = 2.154
-13.0 dBm = 2.112
-14.0 dBm = 2.071
-15.0 dBm = 2.030
-16.0 dBm = 1.988
-17.0 dBm = 1.947
-18.0 dBm = 1.908
-19.0 dBm = 1.868
-20.0 dBm = 1.829
-21.0 dBm = 1.789
-22.0 dBm = 1.750
-23.0 dBm = 1.710
-24.0 dBm = 1.673
-25.0 dBm = 1.637
-26.0 dBm = 1.600
-27.0 dBm = 1.563
-28.0 dBm = 1.527
-29.0 dBm = 1.490
-30.0 dBm = 1.449
-31.0 dBm = 1.409
-32.0 dBm = 1.368
-33.0 dBm = 1.335
-34.0 dBm = 1.303
-35.0 dBm = 1.270
-36.0 dBm = 1.227
-37.0 dBm = 1.184
-38.0 dBm = 1.141
-39.0 dBm = 1.100
-40.0 dBm = 1.060
-41.0 dBm = 1.019
-42.0 dBm = 0.982
-43.0 dBm = 0.946
-44.0 dBm = 0.909
-45.0 dBm = 0.873
-46.0 dBm = 0.838
-47.0 dBm = 0.802
-48.0 dBm = 0.775
-49.0 dBm = 0.748
-50.0 dBm = 0.721
LTE-A#1(공통부) RVS 출력
RANGE = 21
UPPER = 28
28.0 dBm = 2.945
27.0 dBm = 2.888
26.0 dBm = 2.831
25.0 dBm = 2.774
24.0 dBm = 2.717
23.0 dBm = 2.660
22.0 dBm = 2.593
21.0 dBm = 2.527
20.0 dBm = 2.460
19.0 dBm = 2.383
18.0 dBm = 2.305
17.0 dBm = 2.228
16.0 dBm = 2.150
15.0 dBm = 2.073
14.0 dBm = 1.995
13.0 dBm = 1.930
12.0 dBm = 1.864
11.0 dBm = 1.799
10.0 dBm = 1.734
9.0 dBm = 1.670
8.0 dBm = 1.605
LTE#1 FWD ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE#1 FWD ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 1.0
29.5 dB = 1.0
29.0 dB = 1.0
28.5 dB = 1.0
28.0 dB = 1.0
27.5 dB = 1.0
27.0 dB = 1.0
26.5 dB = 1.0
26.0 dB = 1.0
25.5 dB = 1.0
25.0 dB = 1.0
24.5 dB = 1.0
24.0 dB = 1.0
23.5 dB = 1.0
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.5
15.0 dB = 0.5
14.5 dB = 0.5
14.0 dB = 0.5
13.5 dB = 0.5
13.0 dB = 0.5
12.5 dB = 0.5
12.0 dB = 0.5
11.5 dB = 0.5
11.0 dB = 0.5
10.5 dB = 0.5
10.0 dB = 0.5
9.5 dB = 0.5
9.0 dB = 0.5
8.5 dB = 0.5
8.0 dB = 0.5
7.5 dB = 0.5
7.0 dB = 0.5
6.5 dB = 0.5
6.0 dB = 0.5
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE#1 RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE#1 RVS ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
